neighbourhood,province,room_type,minimum_nights,accommodates,bedrooms,price
Manners Sutton,New Brunswick,Entire home/apt,2,4,2,115.0
Fredericton,New Brunswick,Entire home/apt,1,4,3,89.0
Fredericton,New Brunswick,Private room,1,2,1,60.0
Caraquet,New Brunswick,Private room,1,2,1,40.0
Saint Patrick,New Brunswick,Private room,1,4,1,159.0
Saint Andrews,New Brunswick,Entire home/apt,2,3,1,170.0
Moncton,New Brunswick,Entire home/apt,1,3,2,68.0
Moncton,New Brunswick,Entire home/apt,3,2,1,89.0
City of Saint John,New Brunswick,Private room,1,1,1,60.0
Shippagan,New Brunswick,Private room,1,2,1,60.0
Northampton,New Brunswick,Private room,1,4,1,72.0
Sainte-Joseph,New Brunswick,Entire home/apt,1,6,2,80.0
Southesk,New Brunswick,Private room,1,2,1,99.0
City of Saint John,New Brunswick,Private room,1,4,1,73.0
Saumarez,New Brunswick,Private room,1,2,1,34.0
City of Saint John,New Brunswick,Private room,1,3,1,89.0
Botsford,New Brunswick,Entire home/apt,7,5,2,215.0
Andover,New Brunswick,Private room,1,4,2,85.0
Saint Patrick,New Brunswick,Private room,1,2,1,119.0
Saint Patrick,New Brunswick,Private room,1,2,1,109.0
Fredericton,New Brunswick,Entire home/apt,1,4,1,84.0
Moncton,New Brunswick,Entire home/apt,3,4,2,200.0
Saint Martins,New Brunswick,Entire home/apt,1,6,2,125.0
Alnwick,New Brunswick,Private room,1,2,1,90.0
Sussex,New Brunswick,Private room,1,2,1,126.0
Sussex,New Brunswick,Private room,1,2,1,126.0
Shippagan,New Brunswick,Entire home/apt,7,6,3,135.0
City of Saint John,New Brunswick,Entire home/apt,7,5,2,99.0
Hopewell,New Brunswick,Entire home/apt,2,7,4,141.0
Saint Andrews,New Brunswick,Private room,1,2,1,80.0
Moncton,New Brunswick,Private room,1,2,1,29.0
Moncton,New Brunswick,Entire home/apt,1,2,1,58.0
Fredericton,New Brunswick,Entire home/apt,1,2,1,99.0
Manners Sutton,New Brunswick,Entire home/apt,2,6,3,131.0
Moncton,New Brunswick,Entire home/apt,2,2,1,60.0
Grand Manan,New Brunswick,Private room,1,2,2,95.0
Moncton,New Brunswick,Private room,1,2,1,70.0
Newcastle,New Brunswick,Private room,1,2,1,54.0
Manners Sutton,New Brunswick,Entire home/apt,2,6,3,80.0
Shediac,New Brunswick,Entire home/apt,4,4,1,99.0
Saint Andrews,New Brunswick,Private room,1,2,1,85.0
Northampton,New Brunswick,Private room,1,3,1,65.0
Northampton,New Brunswick,Private room,1,3,1,76.0
Northampton,New Brunswick,Private room,1,3,1,76.0
Northampton,New Brunswick,Private room,1,3,1,76.0
Saint David,New Brunswick,Entire home/apt,1,2,1,171.0
Drummond,New Brunswick,Entire home/apt,1,6,3,110.0
Saumarez,New Brunswick,Private room,1,2,1,40.0
Blissfield,New Brunswick,Entire home/apt,2,8,3,225.0
Fredericton,New Brunswick,Entire home/apt,1,2,1,80.0
Sackville,New Brunswick,Entire home/apt,1,4,2,89.0
Moncton,New Brunswick,Entire home/apt,30,4,2,56.0
Moncton,New Brunswick,Entire home/apt,6,6,3,141.0
Moncton,New Brunswick,Entire home/apt,2,4,1,99.0
Richibucto,New Brunswick,Private room,1,2,1,78.0
Moncton,New Brunswick,Private room,1,4,1,50.0
Saint Stephen,New Brunswick,Private room,1,2,1,99.0
Saint Martins,New Brunswick,Entire home/apt,4,8,4,500.0
Beresford,New Brunswick,Entire home/apt,3,4,1,99.0
Moncton,New Brunswick,Entire home/apt,4,6,4,119.0
Shediac,New Brunswick,Entire home/apt,1,7,3,130.0
Shediac,New Brunswick,Entire home/apt,6,4,2,240.0
Saint Stephen,New Brunswick,Entire home/apt,1,2,1,199.0
Saint Andrews,New Brunswick,Entire home/apt,2,6,2,325.0
Newcastle,New Brunswick,Entire home/apt,1,4,1,97.0
Moncton,New Brunswick,Entire home/apt,2,4,2,80.0
Moncton,New Brunswick,Entire home/apt,2,4,2,99.0
Aberdeen,New Brunswick,Entire home/apt,2,6,1,38.0
Fredericton,New Brunswick,Entire home/apt,1,2,1,119.0
Fredericton,New Brunswick,Private room,1,2,1,45.0
Moncton,New Brunswick,Entire home/apt,1,4,2,70.0
City of Saint John,New Brunswick,Entire home/apt,1,2,1,76.0
City of Saint John,New Brunswick,Entire home/apt,3,4,2,125.0
Fredericton,New Brunswick,Private room,2,2,1,69.0
Alnwick,New Brunswick,Private room,2,8,4,500.0
Moncton,New Brunswick,Entire home/apt,3,4,2,129.0
Moncton,New Brunswick,Entire home/apt,1,4,2,129.0
Moncton,New Brunswick,Entire home/apt,2,4,2,80.0
Grand Falls,New Brunswick,Entire home/apt,1,6,2,133.0
Moncton,New Brunswick,Entire home/apt,1,3,1,54.0
Saint Martins,New Brunswick,Entire home/apt,2,7,4,280.0
Saint Stephen,New Brunswick,Private room,1,2,1,80.0
Moncton,New Brunswick,Entire home/apt,1,8,3,155.0
Salisbury,New Brunswick,Entire home/apt,1,2,1,20.0
Shediac,New Brunswick,Entire home/apt,3,6,3,70.0
Moncton,New Brunswick,Entire home/apt,3,4,1,90.0
City of Saint John,New Brunswick,Entire home/apt,1,4,1,74.0
Coverdale,New Brunswick,Entire home/apt,5,6,3,150.0
Alma,New Brunswick,Entire home/apt,1,6,2,175.0
Moncton,New Brunswick,Entire home/apt,1,8,3,164.0
Moncton,New Brunswick,Hotel room,1,4,2,187.0
Saint Andrews,New Brunswick,Private room,1,2,1,46.0
Grand Manan,New Brunswick,Entire home/apt,3,8,4,160.0
Moncton,New Brunswick,Entire home/apt,1,6,3,99.0
Rothesay,New Brunswick,Entire home/apt,3,4,1,66.0
Canning,New Brunswick,Entire home/apt,5,4,2,95.0
Shediac,New Brunswick,Private room,1,2,1,80.0
Moncton,New Brunswick,Entire home/apt,2,4,2,99.0
North Lake,New Brunswick,Entire home/apt,5,6,3,200.0
City of Saint John,New Brunswick,Entire home/apt,1,4,1,90.0
City of Saint John,New Brunswick,Private room,1,2,1,119.0
Fredericton,New Brunswick,Entire home/apt,2,4,1,69.0
Moncton,New Brunswick,Private room,1,2,1,28.0
Moncton,New Brunswick,Entire home/apt,1,4,2,110.0
Saumarez,New Brunswick,Private room,1,1,1,31.0
Bright,New Brunswick,Entire home/apt,1,2,1,60.0
Wakefield,New Brunswick,Entire home/apt,1,3,1,99.0
Moncton,New Brunswick,Entire home/apt,2,6,4,50.0
City of Saint John,New Brunswick,Private room,2,3,2,54.0
Moncton,New Brunswick,Entire home/apt,2,2,1,54.0
Queensbury,New Brunswick,Private room,1,2,1,80.0
Shediac,New Brunswick,Entire home/apt,3,4,2,225.0
Dundas,New Brunswick,Entire home/apt,5,4,3,175.0
Botsford,New Brunswick,Entire home/apt,2,6,3,200.0
Queensbury,New Brunswick,Private room,1,2,1,80.0
Queensbury,New Brunswick,Private room,1,2,1,80.0
Queensbury,New Brunswick,Private room,1,2,1,80.0
Queensbury,New Brunswick,Private room,1,2,1,80.0
Queensbury,New Brunswick,Private room,1,2,1,80.0
Queensbury,New Brunswick,Private room,1,2,1,80.0
Queensbury,New Brunswick,Private room,1,2,1,80.0
Queensbury,New Brunswick,Private room,1,2,1,80.0
Salisbury,New Brunswick,Entire home/apt,1,2,1,20.0
Moncton,New Brunswick,Entire home/apt,2,2,1,65.0
Fredericton,New Brunswick,Entire home/apt,2,4,2,82.0
Moncton,New Brunswick,Entire home/apt,2,4,1,99.0
Dundas,New Brunswick,Entire home/apt,2,6,3,119.0
Northesk,New Brunswick,Entire home/apt,1,5,2,150.0
Moncton,New Brunswick,Hotel room,1,4,1,135.0
Moncton,New Brunswick,Hotel room,1,4,1,179.0
Moncton,New Brunswick,Hotel room,1,4,1,179.0
City of Saint John,New Brunswick,Entire home/apt,1,4,2,80.0
City of Saint John,New Brunswick,Entire home/apt,1,4,2,80.0
Botsford,New Brunswick,Entire home/apt,6,8,4,275.0
Moncton,New Brunswick,Hotel room,1,4,1,179.0
Moncton,New Brunswick,Hotel room,1,4,1,179.0
Moncton,New Brunswick,Hotel room,1,4,1,179.0
Moncton,New Brunswick,Hotel room,1,4,1,179.0
Moncton,New Brunswick,Hotel room,1,4,1,179.0
Moncton,New Brunswick,Hotel room,1,4,1,179.0
Moncton,New Brunswick,Hotel room,1,4,1,179.0
Moncton,New Brunswick,Hotel room,1,4,1,179.0
Moncton,New Brunswick,Hotel room,1,4,2,179.0
Saint George,New Brunswick,Entire home/apt,4,4,2,149.0
Moncton,New Brunswick,Hotel room,1,2,1,179.0
Moncton,New Brunswick,Hotel room,1,2,1,179.0
Moncton,New Brunswick,Hotel room,1,2,1,179.0
Moncton,New Brunswick,Hotel room,1,2,1,179.0
Richibucto,New Brunswick,Entire home/apt,5,6,3,150.0
Woodstock,New Brunswick,Entire home/apt,1,3,1,65.0
Fredericton,New Brunswick,Private room,1,2,1,50.0
Springfield,New Brunswick,Entire home/apt,1,2,1,149.0
Moncton,New Brunswick,Entire home/apt,1,6,2,85.0
Fredericton,New Brunswick,Entire home/apt,2,4,2,139.0
Moncton,New Brunswick,Private room,1,1,1,32.0
Westfield,New Brunswick,Entire home/apt,2,4,1,99.0
Beresford,New Brunswick,Entire home/apt,3,6,2,170.0
City of Saint John,New Brunswick,Entire home/apt,1,6,2,125.0
Moncton,New Brunswick,Entire home/apt,1,5,2,115.0
Saint-Louis,New Brunswick,Entire home/apt,1,4,1,99.0
Moncton,New Brunswick,Entire home/apt,1,3,1,70.0
Shediac,New Brunswick,Entire home/apt,2,8,3,184.0
Rothesay,New Brunswick,Private room,1,2,1,52.0
New Bandon,New Brunswick,Entire home/apt,7,6,3,199.0
Fredericton,New Brunswick,Entire home/apt,2,2,1,95.0
Hopewell,New Brunswick,Private room,1,2,1,99.0
Queensbury,New Brunswick,Entire home/apt,1,4,2,200.0
Moncton,New Brunswick,Entire home/apt,1,8,3,160.0
Moncton,New Brunswick,Entire home/apt,1,4,2,129.0
Richibucto,New Brunswick,Entire home/apt,7,5,2,141.0
Moncton,New Brunswick,Entire home/apt,1,2,1,110.0
Moncton,New Brunswick,Private room,1,2,1,110.0
Shediac,New Brunswick,Entire home/apt,2,8,3,143.0
Richibucto,New Brunswick,Entire home/apt,1,2,1,99.0
Southhampton,New Brunswick,Entire home/apt,1,7,2,37.0
Moncton,New Brunswick,Private room,1,2,1,54.0
Saint Martins,New Brunswick,Private room,1,2,3,60.0
City of Saint John,New Brunswick,Private room,2,2,1,31.0
Caraquet,New Brunswick,Private room,1,2,1,68.0
Shippagan,New Brunswick,Entire home/apt,7,5,2,99.0
Hampton,New Brunswick,Entire home/apt,2,8,2,141.0
Saumarez,New Brunswick,Entire home/apt,6,4,2,125.0
Shediac,New Brunswick,Entire home/apt,7,8,3,206.0
Moncton,New Brunswick,Entire home/apt,1,2,1,164.0
Coverdale,New Brunswick,Entire home/apt,2,3,1,89.0
Cambridge,New Brunswick,Private room,1,2,1,92.0
Shediac,New Brunswick,Entire home/apt,7,2,1,184.0
Colborne,New Brunswick,Entire home/apt,3,6,3,200.0
Moncton,New Brunswick,Entire home/apt,2,2,1,80.0
Grand Manan,New Brunswick,Entire home/apt,4,8,3,150.0
New Maryland,New Brunswick,Private room,1,2,1,53.0
City of Saint John,New Brunswick,Private room,1,2,1,129.0
Beresford,New Brunswick,Entire home/apt,6,4,2,135.0
Waterford,New Brunswick,Entire home/apt,1,6,4,249.0
Blackville,New Brunswick,Entire home/apt,1,7,4,95.0
Moncton,New Brunswick,Private room,1,2,1,110.0
Moncton,New Brunswick,Private room,1,2,1,110.0
Saint-Louis,New Brunswick,Entire home/apt,4,6,3,90.0
Moncton,New Brunswick,Private room,1,2,1,45.0
Lorne,New Brunswick,Entire home/apt,2,4,2,95.0
Blissfield,New Brunswick,Entire home/apt,2,6,3,110.0
Moncton,New Brunswick,Entire home/apt,2,4,1,65.0
Alma,New Brunswick,Private room,1,3,1,135.0
Chatham,New Brunswick,Entire home/apt,1,4,2,76.0
City of Saint John,New Brunswick,Entire home/apt,1,4,1,74.0
Saint George,New Brunswick,Entire home/apt,1,4,1,195.0
Dundas,New Brunswick,Entire home/apt,7,5,2,200.0
Shediac,New Brunswick,Entire home/apt,7,6,3,200.0
Shediac,New Brunswick,Private room,2,2,1,110.0
Alnwick,New Brunswick,Private room,2,2,1,119.0
Shippagan,New Brunswick,Private room,1,1,1,40.0
Southhampton,New Brunswick,Private room,1,2,1,80.0
Shediac,New Brunswick,Entire home/apt,2,8,3,200.0
Westfield,New Brunswick,Private room,2,2,1,76.0
Richibucto,New Brunswick,Entire home/apt,7,7,3,143.0
Northampton,New Brunswick,Hotel room,1,2,1,119.0
Wellington,New Brunswick,Entire home/apt,2,2,1,150.0
Wellington,New Brunswick,Entire home/apt,2,2,1,150.0
Shediac,New Brunswick,Entire home/apt,5,6,2,164.0
Hillsborough,New Brunswick,Entire home/apt,1,4,2,76.0
Shediac,New Brunswick,Entire home/apt,2,5,2,129.0
Addington,New Brunswick,Private room,1,4,1,50.0
Caraquet,New Brunswick,Entire home/apt,2,4,2,164.0
McAdam,New Brunswick,Private room,1,3,1,54.0
Dorchester,New Brunswick,Private room,1,2,1,64.0
Dorchester,New Brunswick,Private room,1,2,1,64.0
Dorchester,New Brunswick,Private room,1,2,1,64.0
Dorchester,New Brunswick,Private room,1,2,1,64.0
Dorchester,New Brunswick,Private room,1,2,1,64.0
Botsford,New Brunswick,Entire home/apt,7,5,2,200.0
Dundas,New Brunswick,Entire home/apt,5,4,2,119.0
Moncton,New Brunswick,Entire home/apt,1,3,1,109.0
Dorchester,New Brunswick,Private room,1,2,1,99.0
Shediac,New Brunswick,Entire home/apt,4,8,3,225.0
Harvey,New Brunswick,Entire home/apt,2,4,2,150.0
Saint Martins,New Brunswick,Entire home/apt,1,6,3,300.0
Newcastle,New Brunswick,Entire home/apt,1,2,1,95.0
Musquash,New Brunswick,Entire home/apt,4,2,1,125.0
Shediac,New Brunswick,Entire home/apt,7,5,2,115.0
City of Saint John,New Brunswick,Entire home/apt,1,5,2,135.0
Fredericton,New Brunswick,Private room,5,1,1,54.0
Northampton,New Brunswick,Hotel room,1,2,1,119.0
Newcastle,New Brunswick,Entire home/apt,2,5,2,76.0
Shediac,New Brunswick,Entire home/apt,2,8,2,99.0
Alma,New Brunswick,Entire home/apt,1,4,2,175.0
Alma,New Brunswick,Private room,1,2,1,115.0
Moncton,New Brunswick,Entire home/apt,3,2,1,99.0
Hopewell,New Brunswick,Entire home/apt,1,5,2,109.0
Shediac,New Brunswick,Entire home/apt,7,8,3,172.0
Saint Andrews,New Brunswick,Private room,1,2,1,44.0
Dundas,New Brunswick,Entire home/apt,5,5,2,150.0
Dundas,New Brunswick,Entire home/apt,3,5,2,125.0
Hillsborough,New Brunswick,Entire home/apt,1,4,1,95.0
Caraquet,New Brunswick,Entire home/apt,7,6,2,119.0
Rothesay,New Brunswick,Entire home/apt,2,5,3,85.0
Gagetown,New Brunswick,Private room,1,2,1,80.0
Shediac,New Brunswick,Entire home/apt,3,6,2,121.0
Caraquet,New Brunswick,Private room,1,2,3,53.0
Caraquet,New Brunswick,Private room,1,2,3,53.0
Bathurst,New Brunswick,Entire home/apt,1,4,2,135.0
Moncton,New Brunswick,Entire home/apt,1,4,1,54.0
Shediac,New Brunswick,Entire home/apt,6,6,2,164.0
Dundas,New Brunswick,Entire home/apt,3,5,2,98.0
Coverdale,New Brunswick,Entire home/apt,2,6,3,76.0
City of Saint John,New Brunswick,Entire home/apt,4,7,3,255.0
Chatham,New Brunswick,Entire home/apt,2,8,4,175.0
Dundas,New Brunswick,Entire home/apt,1,6,3,123.0
City of Saint John,New Brunswick,Entire home/apt,1,4,2,90.0
Lac-Baker,New Brunswick,Entire home/apt,2,4,2,175.0
Shediac,New Brunswick,Entire home/apt,3,6,3,141.0
West Isles,New Brunswick,Entire home/apt,1,5,2,119.0
Grand Manan,New Brunswick,Entire home/apt,3,7,3,175.0
Richibucto,New Brunswick,Private room,1,4,2,119.0
Fredericton,New Brunswick,Entire home/apt,2,4,1,109.0
Richibucto,New Brunswick,Private room,1,2,1,90.0
Richibucto,New Brunswick,Private room,1,2,1,78.0
Blackville,New Brunswick,Entire home/apt,2,6,3,130.0
Dundas,New Brunswick,Entire home/apt,2,5,2,99.0
Saint Andrews,New Brunswick,Private room,1,2,1,44.0
Saint-Louis,New Brunswick,Hotel room,1,4,1,99.0
Alnwick,New Brunswick,Entire home/apt,2,5,3,184.0
Saumarez,New Brunswick,Entire home/apt,2,4,2,125.0
Shediac,New Brunswick,Entire home/apt,1,6,2,195.0
Coverdale,New Brunswick,Entire home/apt,3,2,1,76.0
Westfield,New Brunswick,Entire home/apt,2,6,3,110.0
Dorchester,New Brunswick,Private room,1,6,2,95.0
Shediac,New Brunswick,Private room,1,2,1,129.0
Salisbury,New Brunswick,Entire home/apt,1,6,3,125.0
Fredericton,New Brunswick,Entire home/apt,1,2,1,64.0
Coverdale,New Brunswick,Entire home/apt,1,2,1,68.0
Westfield,New Brunswick,Entire home/apt,1,2,1,80.0
Hampton,New Brunswick,Private room,1,2,1,149.0
Moncton,New Brunswick,Entire home/apt,1,4,1,80.0
Bathurst,New Brunswick,Entire home/apt,2,2,1,80.0
Chatham,New Brunswick,Private room,1,3,1,60.0
Moncton,New Brunswick,Private room,1,4,2,60.0
Shippagan,New Brunswick,Entire home/apt,2,8,3,130.0
City of Saint John,New Brunswick,Entire home/apt,2,2,1,115.0
City of Saint John,New Brunswick,Entire home/apt,1,2,1,80.0
Moncton,New Brunswick,Entire home/apt,1,4,2,80.0
Fredericton,New Brunswick,Private room,1,2,1,76.0
Fredericton,New Brunswick,Entire home/apt,2,2,1,99.0
Fredericton,New Brunswick,Private room,2,1,1,54.0
Saint-Basile,New Brunswick,Private room,1,3,1,106.0
Fredericton,New Brunswick,Entire home/apt,2,4,1,90.0
Saint-Basile,New Brunswick,Private room,1,2,1,80.0
Addington,New Brunswick,Entire home/apt,1,8,4,25.0
Coverdale,New Brunswick,Private room,1,3,1,65.0
Saint Andrews,New Brunswick,Entire home/apt,3,6,3,164.0
Sainte-Joseph,New Brunswick,Entire home/apt,3,6,3,145.0
Shediac,New Brunswick,Private room,1,2,1,110.0
Dundas,New Brunswick,Entire home/apt,3,5,2,170.0
Moncton,New Brunswick,Entire home/apt,2,7,3,155.0
Cardwell,New Brunswick,Entire home/apt,2,4,2,141.0
Moncton,New Brunswick,Private room,5,2,1,54.0
Shediac,New Brunswick,Private room,1,2,1,60.0
Dundas,New Brunswick,Entire home/apt,1,2,1,27.0
City of Saint John,New Brunswick,Private room,1,2,1,15.0
Fredericton,New Brunswick,Entire home/apt,1,3,1,85.0
Shediac,New Brunswick,Entire home/apt,7,8,3,350.0
New Bandon,New Brunswick,Entire home/apt,2,6,3,95.0
Fredericton,New Brunswick,Entire home/apt,2,2,1,107.0
City of Saint John,New Brunswick,Entire home/apt,2,5,2,72.0
Gordon,New Brunswick,Entire home/apt,2,5,2,141.0
Madawaska,New Brunswick,Entire home/apt,1,5,2,72.0
Shediac,New Brunswick,Private room,1,1,1,32.0
Moncton,New Brunswick,Entire home/apt,1,8,4,175.0
Shediac,New Brunswick,Entire home/apt,7,6,2,143.0
Hampton,New Brunswick,Private room,1,2,1,168.0
Rothesay,New Brunswick,Entire home/apt,2,2,1,76.0
Canterbury,New Brunswick,Entire home/apt,5,6,3,150.0
Shediac,New Brunswick,Entire home/apt,1,4,2,135.0
Douglas,New Brunswick,Private room,1,2,3,58.0
Botsford,New Brunswick,Entire home/apt,6,4,2,93.0
Botsford,New Brunswick,Entire home/apt,1,2,1,90.0
New Bandon,New Brunswick,Entire home/apt,4,6,3,218.0
Dalhousie,New Brunswick,Private room,1,2,1,65.0
Moncton,New Brunswick,Entire home/apt,1,4,1,76.0
Dalhousie,New Brunswick,Private room,1,2,1,65.0
Moncton,New Brunswick,Entire home/apt,3,8,4,139.0
Shippagan,New Brunswick,Entire home/apt,2,4,1,105.0
Moncton,New Brunswick,Entire home/apt,2,4,2,125.0
Moncton,New Brunswick,Entire home/apt,2,5,2,70.0
Wellington,New Brunswick,Entire home/apt,1,7,3,110.0
Beresford,New Brunswick,Private room,1,2,1,40.0
Beresford,New Brunswick,Private room,1,2,1,50.0
Caraquet,New Brunswick,Entire home/apt,7,3,1,125.0
Saint Stephen,New Brunswick,Private room,1,2,1,60.0
Saint Stephen,New Brunswick,Entire home/apt,2,2,1,249.0
West Isles,New Brunswick,Entire home/apt,1,2,1,95.0
Moncton,New Brunswick,Entire home/apt,2,5,2,103.0
Moncton,New Brunswick,Private room,1,4,2,50.0
Pennfield,New Brunswick,Entire home/apt,3,3,1,95.0
Moncton,New Brunswick,Private room,1,1,1,45.0
City of Saint John,New Brunswick,Private room,3,2,1,45.0
Shediac,New Brunswick,Private room,1,2,1,84.0
Moncton,New Brunswick,Entire home/apt,1,2,1,95.0
Saint David,New Brunswick,Entire home/apt,4,6,3,150.0
Addington,New Brunswick,Entire home/apt,1,2,1,133.0
Shediac,New Brunswick,Entire home/apt,3,8,4,424.0
Caraquet,New Brunswick,Entire home/apt,3,6,3,229.0
Shippagan,New Brunswick,Shared room,1,1,1,20.0
Shediac,New Brunswick,Entire home/apt,3,4,2,129.0
Harvey,New Brunswick,Entire home/apt,2,6,4,86.0
Shediac,New Brunswick,Entire home/apt,5,8,3,175.0
Hillsborough,New Brunswick,Entire home/apt,2,5,2,99.0
Moncton,New Brunswick,Entire home/apt,3,4,2,130.0
Bright,New Brunswick,Entire home/apt,1,4,1,85.0
Shippagan,New Brunswick,Private room,1,2,1,60.0
Manners Sutton,New Brunswick,Entire home/apt,2,6,3,164.0
Moncton,New Brunswick,Entire home/apt,1,4,2,188.0
Sackville,New Brunswick,Entire home/apt,2,5,3,125.0
Moncton,New Brunswick,Entire home/apt,1,4,1,125.0
Rothesay,New Brunswick,Private room,1,2,1,54.0
Rothesay,New Brunswick,Private room,1,2,1,64.0
Shediac,New Brunswick,Entire home/apt,1,5,2,70.0
Rothesay,New Brunswick,Private room,1,2,1,54.0
Shippagan,New Brunswick,Shared room,1,1,1,20.0
Saumarez,New Brunswick,Entire home/apt,2,3,2,115.0
City of Saint John,New Brunswick,Private room,1,2,1,49.0
Madawaska,New Brunswick,Hotel room,1,2,1,139.0
Fredericton,New Brunswick,Private room,1,1,1,45.0
Perth,New Brunswick,Private room,1,4,2,80.0
Shippagan,New Brunswick,Private room,1,4,2,99.0
Sainte-Joseph,New Brunswick,Entire home/apt,2,8,1,80.0
Fredericton,New Brunswick,Entire home/apt,3,8,4,200.0
Dundas,New Brunswick,Entire home/apt,7,6,3,115.0
Botsford,New Brunswick,Entire home/apt,7,8,1,105.0
Richibucto,New Brunswick,Private room,1,2,1,54.0
Dundas,New Brunswick,Entire home/apt,5,6,2,115.0
Shippagan,New Brunswick,Entire home/apt,7,4,2,125.0
Caraquet,New Brunswick,Entire home/apt,2,6,2,99.0
Saint Martins,New Brunswick,Hotel room,1,1,1,25.0
Shippagan,New Brunswick,Private room,1,2,1,50.0
Moncton,New Brunswick,Entire home/apt,1,2,1,46.0
Westfield,New Brunswick,Entire home/apt,2,6,2,229.0
Westfield,New Brunswick,Entire home/apt,2,4,3,160.0
Westfield,New Brunswick,Entire home/apt,2,3,2,135.0
Saint-Louis,New Brunswick,Entire home/apt,1,2,1,65.0
Westfield,New Brunswick,Entire home/apt,2,3,2,135.0
Alma,New Brunswick,Entire home/apt,3,7,4,125.0
Dundas,New Brunswick,Entire home/apt,1,2,1,27.0
Moncton,New Brunswick,Entire home/apt,1,4,1,76.0
Moncton,New Brunswick,Entire home/apt,1,4,2,98.0
Shediac,New Brunswick,Entire home/apt,4,4,2,130.0
Shediac,New Brunswick,Entire home/apt,2,4,2,175.0
City of Saint John,New Brunswick,Hotel room,1,2,1,76.0
Saint Mary,New Brunswick,Entire home/apt,1,4,2,97.0
Moncton,New Brunswick,Entire home/apt,1,4,1,85.0
City of Saint John,New Brunswick,Hotel room,1,1,1,58.0
Fredericton,New Brunswick,Entire home/apt,1,4,1,70.0
Sackville,New Brunswick,Private room,1,2,1,70.0
Moncton,New Brunswick,Entire home/apt,1,4,1,80.0
Moncton,New Brunswick,Entire home/apt,1,4,2,99.0
Harvey,New Brunswick,Entire home/apt,3,8,4,175.0
Shediac,New Brunswick,Entire home/apt,2,2,1,160.0
Saint-Jacques,New Brunswick,Entire home/apt,1,2,1,90.0
